architecture,epochs,batch_size,optimizer,test_score,history_loss,history_score
"[{'name': 'conv2d_31', 'trainable': True, 'dtype': 'float32', 'filters': 8, 'kernel_size': (5, 5), 'strides': (1, 1), 'padding': 'valid', 'data_format': 'channels_last', 'dilation_rate': (1, 1), 'activation': 'relu', 'use_bias': True, 'kernel_initializer': {'class_name': 'VarianceScaling', 'config': {'scale': 1.0, 'mode': 'fan_avg', 'distribution': 'uniform', 'seed': None}}, 'bias_initializer': {'class_name': 'Zeros', 'config': {}}, 'kernel_regularizer': None, 'bias_regularizer': None, 'activity_regularizer': None, 'kernel_constraint': None, 'bias_constraint': None, '_type': <class 'keras.layers.convolutional.Conv2D'>}, {'name': 'flatten_31', 'trainable': True, 'dtype': 'float32', 'data_format': 'channels_last', '_type': <class 'keras.layers.core.Flatten'>}]",10,256,"{'lr': 0.0010000000474974513, 'beta_1': 0.8999999761581421, 'beta_2': 0.9990000128746033, 'decay': 0.0, 'epsilon': 1e-07, 'amsgrad': False, '_type': <class 'keras.optimizers.Adam'>}",0.8555,"[0.5039585639158884, 0.35072489658991496, 0.3195687542597453, 0.2995867544015249, 0.2860632025957108, 0.2730702696641286, 0.26270356596310934, 0.2550221940437953, 0.24760345140298207, 0.23879605686664582]","[0.8223499999682109, 0.8777666666984558, 0.8882499999682109, 0.8946000000317892, 0.8994833333015442, 0.9048166666348775, 0.9082833333015442, 0.9101333333651225, 0.9128833333651225, 0.9153666666984558]"
"[{'name': 'conv2d_32', 'trainable': True, 'dtype': 'float32', 'filters': 16, 'kernel_size': (5, 5), 'strides': (1, 1), 'padding': 'valid', 'data_format': 'channels_last', 'dilation_rate': (1, 1), 'activation': 'relu', 'use_bias': True, 'kernel_initializer': {'class_name': 'VarianceScaling', 'config': {'scale': 1.0, 'mode': 'fan_avg', 'distribution': 'uniform', 'seed': None}}, 'bias_initializer': {'class_name': 'Zeros', 'config': {}}, 'kernel_regularizer': None, 'bias_regularizer': None, 'activity_regularizer': None, 'kernel_constraint': None, 'bias_constraint': None, '_type': <class 'keras.layers.convolutional.Conv2D'>}, {'name': 'flatten_32', 'trainable': True, 'dtype': 'float32', 'data_format': 'channels_last', '_type': <class 'keras.layers.core.Flatten'>}]",10,256,"{'lr': 0.0010000000474974513, 'beta_1': 0.8999999761581421, 'beta_2': 0.9990000128746033, 'decay': 0.0, 'epsilon': 1e-07, 'amsgrad': False, '_type': <class 'keras.optimizers.Adam'>}",0.8377,"[0.47775174333254494, 0.3264302144527435, 0.29072062754631045, 0.2668587915023168, 0.2506235338052114, 0.2384471284310023, 0.22788302714029948, 0.21627396761576334, 0.2094241127093633, 0.20028562859694163]","[0.8323499999682109, 0.8847333333015442, 0.8969833333651225, 0.90525, 0.9108999999682108, 0.9148, 0.9182999999682109, 0.92275, 0.92435, 0.9289166666984559]"
"[{'name': 'conv2d_33', 'trainable': True, 'dtype': 'float32', 'filters': 32, 'kernel_size': (5, 5), 'strides': (1, 1), 'padding': 'valid', 'data_format': 'channels_last', 'dilation_rate': (1, 1), 'activation': 'relu', 'use_bias': True, 'kernel_initializer': {'class_name': 'VarianceScaling', 'config': {'scale': 1.0, 'mode': 'fan_avg', 'distribution': 'uniform', 'seed': None}}, 'bias_initializer': {'class_name': 'Zeros', 'config': {}}, 'kernel_regularizer': None, 'bias_regularizer': None, 'activity_regularizer': None, 'kernel_constraint': None, 'bias_constraint': None, '_type': <class 'keras.layers.convolutional.Conv2D'>}, {'name': 'flatten_33', 'trainable': True, 'dtype': 'float32', 'data_format': 'channels_last', '_type': <class 'keras.layers.core.Flatten'>}]",10,256,"{'lr': 0.0010000000474974513, 'beta_1': 0.8999999761581421, 'beta_2': 0.9990000128746033, 'decay': 0.0, 'epsilon': 1e-07, 'amsgrad': False, '_type': <class 'keras.optimizers.Adam'>}",0.8452,"[0.4452924197991689, 0.30430036191145576, 0.27062500228881836, 0.24811426886717478, 0.2323705430428187, 0.21651316276391347, 0.20459676592350007, 0.19322799378236136, 0.18483461264769235, 0.17543232566515604]","[0.8425500000317891, 0.8926833333015441, 0.9042833333015442, 0.9109666666984558, 0.9161999999682109, 0.9232833333015442, 0.9266333333015442, 0.93075, 0.9347666666666666, 0.9377333333015442]"
"[{'name': 'conv2d_34', 'trainable': True, 'dtype': 'float32', 'filters': 64, 'kernel_size': (5, 5), 'strides': (1, 1), 'padding': 'valid', 'data_format': 'channels_last', 'dilation_rate': (1, 1), 'activation': 'relu', 'use_bias': True, 'kernel_initializer': {'class_name': 'VarianceScaling', 'config': {'scale': 1.0, 'mode': 'fan_avg', 'distribution': 'uniform', 'seed': None}}, 'bias_initializer': {'class_name': 'Zeros', 'config': {}}, 'kernel_regularizer': None, 'bias_regularizer': None, 'activity_regularizer': None, 'kernel_constraint': None, 'bias_constraint': None, '_type': <class 'keras.layers.convolutional.Conv2D'>}, {'name': 'flatten_34', 'trainable': True, 'dtype': 'float32', 'data_format': 'channels_last', '_type': <class 'keras.layers.core.Flatten'>}]",10,256,"{'lr': 0.0010000000474974513, 'beta_1': 0.8999999761581421, 'beta_2': 0.9990000128746033, 'decay': 0.0, 'epsilon': 1e-07, 'amsgrad': False, '_type': <class 'keras.optimizers.Adam'>}",0.8586,"[0.4283716992855072, 0.2905089526017507, 0.2558199049472809, 0.22996823603312175, 0.21214440988699595, 0.19717770029703777, 0.18557648792266845, 0.17190125731627146, 0.16302835810979208, 0.15565099817911784]","[0.8505, 0.8958833333015442, 0.9073333333651225, 0.9163833333015442, 0.9238833333015442, 0.9288000000317892, 0.9326833333015442, 0.9381666666984558, 0.9412, 0.9437833333015442]"
"[{'name': 'conv2d_35', 'trainable': True, 'dtype': 'float32', 'filters': 128, 'kernel_size': (5, 5), 'strides': (1, 1), 'padding': 'valid', 'data_format': 'channels_last', 'dilation_rate': (1, 1), 'activation': 'relu', 'use_bias': True, 'kernel_initializer': {'class_name': 'VarianceScaling', 'config': {'scale': 1.0, 'mode': 'fan_avg', 'distribution': 'uniform', 'seed': None}}, 'bias_initializer': {'class_name': 'Zeros', 'config': {}}, 'kernel_regularizer': None, 'bias_regularizer': None, 'activity_regularizer': None, 'kernel_constraint': None, 'bias_constraint': None, '_type': <class 'keras.layers.convolutional.Conv2D'>}, {'name': 'flatten_35', 'trainable': True, 'dtype': 'float32', 'data_format': 'channels_last', '_type': <class 'keras.layers.core.Flatten'>}]",10,256,"{'lr': 0.0010000000474974513, 'beta_1': 0.8999999761581421, 'beta_2': 0.9990000128746033, 'decay': 0.0, 'epsilon': 1e-07, 'amsgrad': False, '_type': <class 'keras.optimizers.Adam'>}",0.8521,"[0.4378942766189575, 0.294254297097524, 0.2623608422438304, 0.23849317310651144, 0.2195066091775894, 0.20610836821397147, 0.19204689883391063, 0.18076789746681848, 0.17209152845541636, 0.1622069617350896]","[0.84775, 0.8948499999682109, 0.9051166666348776, 0.9131333333333334, 0.9203999999682109, 0.92525, 0.9307333333651224, 0.9344166666666667, 0.9376666666666666, 0.9414499999682109]"
"[{'name': 'conv2d_36', 'trainable': True, 'dtype': 'float32', 'filters': 8, 'kernel_size': (7, 7), 'strides': (1, 1), 'padding': 'valid', 'data_format': 'channels_last', 'dilation_rate': (1, 1), 'activation': 'relu', 'use_bias': True, 'kernel_initializer': {'class_name': 'VarianceScaling', 'config': {'scale': 1.0, 'mode': 'fan_avg', 'distribution': 'uniform', 'seed': None}}, 'bias_initializer': {'class_name': 'Zeros', 'config': {}}, 'kernel_regularizer': None, 'bias_regularizer': None, 'activity_regularizer': None, 'kernel_constraint': None, 'bias_constraint': None, '_type': <class 'keras.layers.convolutional.Conv2D'>}, {'name': 'flatten_36', 'trainable': True, 'dtype': 'float32', 'data_format': 'channels_last', '_type': <class 'keras.layers.core.Flatten'>}]",10,256,"{'lr': 0.0010000000474974513, 'beta_1': 0.8999999761581421, 'beta_2': 0.9990000128746033, 'decay': 0.0, 'epsilon': 1e-07, 'amsgrad': False, '_type': <class 'keras.optimizers.Adam'>}",0.8313,"[0.4944333001772563, 0.3535348486105601, 0.32325074586868285, 0.3054246653397878, 0.291734605995814, 0.2805323938369751, 0.27253502683639524, 0.2656370406309764, 0.2582869810899099, 0.25202955574989316]","[0.8263166666666667, 0.8747500000317892, 0.8851833333333333, 0.8932333333651225, 0.8957833333651225, 0.8998833333651225, 0.9024, 0.9052, 0.9079500000317892, 0.9104833333333333]"
"[{'name': 'conv2d_37', 'trainable': True, 'dtype': 'float32', 'filters': 16, 'kernel_size': (7, 7), 'strides': (1, 1), 'padding': 'valid', 'data_format': 'channels_last', 'dilation_rate': (1, 1), 'activation': 'relu', 'use_bias': True, 'kernel_initializer': {'class_name': 'VarianceScaling', 'config': {'scale': 1.0, 'mode': 'fan_avg', 'distribution': 'uniform', 'seed': None}}, 'bias_initializer': {'class_name': 'Zeros', 'config': {}}, 'kernel_regularizer': None, 'bias_regularizer': None, 'activity_regularizer': None, 'kernel_constraint': None, 'bias_constraint': None, '_type': <class 'keras.layers.convolutional.Conv2D'>}, {'name': 'flatten_37', 'trainable': True, 'dtype': 'float32', 'data_format': 'channels_last', '_type': <class 'keras.layers.core.Flatten'>}]",10,256,"{'lr': 0.0010000000474974513, 'beta_1': 0.8999999761581421, 'beta_2': 0.9990000128746033, 'decay': 0.0, 'epsilon': 1e-07, 'amsgrad': False, '_type': <class 'keras.optimizers.Adam'>}",0.8563,"[0.4824224262078603, 0.33530484822591144, 0.3052713565826416, 0.28427852319081626, 0.269028120803833, 0.25502742012341817, 0.2468834763288498, 0.23492861731847128, 0.22882737516562143, 0.22049029414653779]","[0.8294000000317892, 0.8813333333333333, 0.8916166666348775, 0.8988833333651225, 0.9036666666984559, 0.9084666666984558, 0.9115333333651224, 0.9164000000317891, 0.9178833333651225, 0.9210666666348776]"
"[{'name': 'conv2d_38', 'trainable': True, 'dtype': 'float32', 'filters': 32, 'kernel_size': (7, 7), 'strides': (1, 1), 'padding': 'valid', 'data_format': 'channels_last', 'dilation_rate': (1, 1), 'activation': 'relu', 'use_bias': True, 'kernel_initializer': {'class_name': 'VarianceScaling', 'config': {'scale': 1.0, 'mode': 'fan_avg', 'distribution': 'uniform', 'seed': None}}, 'bias_initializer': {'class_name': 'Zeros', 'config': {}}, 'kernel_regularizer': None, 'bias_regularizer': None, 'activity_regularizer': None, 'kernel_constraint': None, 'bias_constraint': None, '_type': <class 'keras.layers.convolutional.Conv2D'>}, {'name': 'flatten_38', 'trainable': True, 'dtype': 'float32', 'data_format': 'channels_last', '_type': <class 'keras.layers.core.Flatten'>}]",10,256,"{'lr': 0.0010000000474974513, 'beta_1': 0.8999999761581421, 'beta_2': 0.9990000128746033, 'decay': 0.0, 'epsilon': 1e-07, 'amsgrad': False, '_type': <class 'keras.optimizers.Adam'>}",0.8548,"[0.46275114919344584, 0.3232351856390635, 0.28805485089619953, 0.2641847520748774, 0.24983360079924266, 0.23390091562271118, 0.2218296794017156, 0.21259949175516765, 0.20131719988981883, 0.19369447298049927]","[0.8341833333015441, 0.8854666666666666, 0.8957166666348775, 0.9042333333651225, 0.9090833333651225, 0.9156166666984558, 0.9194333333651225, 0.9231000000317892, 0.9264666666348775, 0.92895]"
"[{'name': 'conv2d_39', 'trainable': True, 'dtype': 'float32', 'filters': 64, 'kernel_size': (7, 7), 'strides': (1, 1), 'padding': 'valid', 'data_format': 'channels_last', 'dilation_rate': (1, 1), 'activation': 'relu', 'use_bias': True, 'kernel_initializer': {'class_name': 'VarianceScaling', 'config': {'scale': 1.0, 'mode': 'fan_avg', 'distribution': 'uniform', 'seed': None}}, 'bias_initializer': {'class_name': 'Zeros', 'config': {}}, 'kernel_regularizer': None, 'bias_regularizer': None, 'activity_regularizer': None, 'kernel_constraint': None, 'bias_constraint': None, '_type': <class 'keras.layers.convolutional.Conv2D'>}, {'name': 'flatten_39', 'trainable': True, 'dtype': 'float32', 'data_format': 'channels_last', '_type': <class 'keras.layers.core.Flatten'>}]",10,256,"{'lr': 0.0010000000474974513, 'beta_1': 0.8999999761581421, 'beta_2': 0.9990000128746033, 'decay': 0.0, 'epsilon': 1e-07, 'amsgrad': False, '_type': <class 'keras.optimizers.Adam'>}",0.8556,"[0.5083047190825144, 0.3332975300312042, 0.30093231331507364, 0.2791580801010132, 0.26351328654289247, 0.2517959667205811, 0.2380925494670868, 0.22958186769485472, 0.22176453200181326, 0.21259320700963338]","[0.8266000000317891, 0.88165, 0.8920333333651225, 0.89885, 0.9052000000317891, 0.9081333333015442, 0.9142166666348776, 0.9162499999682109, 0.9194000000317891, 0.9232000000317891]"
"[{'name': 'conv2d_40', 'trainable': True, 'dtype': 'float32', 'filters': 128, 'kernel_size': (7, 7), 'strides': (1, 1), 'padding': 'valid', 'data_format': 'channels_last', 'dilation_rate': (1, 1), 'activation': 'relu', 'use_bias': True, 'kernel_initializer': {'class_name': 'VarianceScaling', 'config': {'scale': 1.0, 'mode': 'fan_avg', 'distribution': 'uniform', 'seed': None}}, 'bias_initializer': {'class_name': 'Zeros', 'config': {}}, 'kernel_regularizer': None, 'bias_regularizer': None, 'activity_regularizer': None, 'kernel_constraint': None, 'bias_constraint': None, '_type': <class 'keras.layers.convolutional.Conv2D'>}, {'name': 'flatten_40', 'trainable': True, 'dtype': 'float32', 'data_format': 'channels_last', '_type': <class 'keras.layers.core.Flatten'>}]",10,256,"{'lr': 0.0010000000474974513, 'beta_1': 0.8999999761581421, 'beta_2': 0.9990000128746033, 'decay': 0.0, 'epsilon': 1e-07, 'amsgrad': False, '_type': <class 'keras.optimizers.Adam'>}",0.8463,"[0.503368642838796, 0.3261483740965525, 0.2948923516432444, 0.27483565038839974, 0.25962533005078636, 0.24678712487220764, 0.23856840992768605, 0.2264240190823873, 0.218440718460083, 0.2119899514277776]","[0.82845, 0.8839166666984558, 0.8947333333651225, 0.9000666666348776, 0.9054666666984558, 0.9105499999682108, 0.9137666666348775, 0.9178166666666666, 0.9204833333015442, 0.9229333333015441]"
"[{'name': 'conv2d_41', 'trainable': True, 'dtype': 'float32', 'filters': 8, 'kernel_size': (9, 9), 'strides': (1, 1), 'padding': 'valid', 'data_format': 'channels_last', 'dilation_rate': (1, 1), 'activation': 'relu', 'use_bias': True, 'kernel_initializer': {'class_name': 'VarianceScaling', 'config': {'scale': 1.0, 'mode': 'fan_avg', 'distribution': 'uniform', 'seed': None}}, 'bias_initializer': {'class_name': 'Zeros', 'config': {}}, 'kernel_regularizer': None, 'bias_regularizer': None, 'activity_regularizer': None, 'kernel_constraint': None, 'bias_constraint': None, '_type': <class 'keras.layers.convolutional.Conv2D'>}, {'name': 'flatten_41', 'trainable': True, 'dtype': 'float32', 'data_format': 'channels_last', '_type': <class 'keras.layers.core.Flatten'>}]",10,256,"{'lr': 0.0010000000474974513, 'beta_1': 0.8999999761581421, 'beta_2': 0.9990000128746033, 'decay': 0.0, 'epsilon': 1e-07, 'amsgrad': False, '_type': <class 'keras.optimizers.Adam'>}",0.8347,"[0.5414005392869313, 0.39127735714117684, 0.36147248522440595, 0.34274801102479296, 0.3285953519185384, 0.32033767677148184, 0.3120549334685008, 0.3061145076831182, 0.30108586541811627, 0.29436827052434283]","[0.8103833333015442, 0.8645333333333334, 0.8726833333333334, 0.8786166666348775, 0.8842666666348775, 0.8870833333333333, 0.8889500000317891, 0.8908499999682109, 0.8926333333333333, 0.8949999999682109]"
"[{'name': 'conv2d_42', 'trainable': True, 'dtype': 'float32', 'filters': 16, 'kernel_size': (9, 9), 'strides': (1, 1), 'padding': 'valid', 'data_format': 'channels_last', 'dilation_rate': (1, 1), 'activation': 'relu', 'use_bias': True, 'kernel_initializer': {'class_name': 'VarianceScaling', 'config': {'scale': 1.0, 'mode': 'fan_avg', 'distribution': 'uniform', 'seed': None}}, 'bias_initializer': {'class_name': 'Zeros', 'config': {}}, 'kernel_regularizer': None, 'bias_regularizer': None, 'activity_regularizer': None, 'kernel_constraint': None, 'bias_constraint': None, '_type': <class 'keras.layers.convolutional.Conv2D'>}, {'name': 'flatten_42', 'trainable': True, 'dtype': 'float32', 'data_format': 'channels_last', '_type': <class 'keras.layers.core.Flatten'>}]",10,256,"{'lr': 0.0010000000474974513, 'beta_1': 0.8999999761581421, 'beta_2': 0.9990000128746033, 'decay': 0.0, 'epsilon': 1e-07, 'amsgrad': False, '_type': <class 'keras.optimizers.Adam'>}",0.8638,"[0.5538128514766694, 0.3754299732208252, 0.34202959106763203, 0.320706755510966, 0.30762399832407633, 0.2945049716234207, 0.2856635880947113, 0.2764277864297231, 0.2689757088502248, 0.26165584925015767]","[0.8066499999682109, 0.8674166666348775, 0.8781999999682109, 0.8853333333015442, 0.8880499999682109, 0.8938833333333334, 0.8965166666666666, 0.8995166666984558, 0.9020333333333334, 0.9049999999682109]"
"[{'name': 'conv2d_43', 'trainable': True, 'dtype': 'float32', 'filters': 32, 'kernel_size': (9, 9), 'strides': (1, 1), 'padding': 'valid', 'data_format': 'channels_last', 'dilation_rate': (1, 1), 'activation': 'relu', 'use_bias': True, 'kernel_initializer': {'class_name': 'VarianceScaling', 'config': {'scale': 1.0, 'mode': 'fan_avg', 'distribution': 'uniform', 'seed': None}}, 'bias_initializer': {'class_name': 'Zeros', 'config': {}}, 'kernel_regularizer': None, 'bias_regularizer': None, 'activity_regularizer': None, 'kernel_constraint': None, 'bias_constraint': None, '_type': <class 'keras.layers.convolutional.Conv2D'>}, {'name': 'flatten_43', 'trainable': True, 'dtype': 'float32', 'data_format': 'channels_last', '_type': <class 'keras.layers.core.Flatten'>}]",10,256,"{'lr': 0.0010000000474974513, 'beta_1': 0.8999999761581421, 'beta_2': 0.9990000128746033, 'decay': 0.0, 'epsilon': 1e-07, 'amsgrad': False, '_type': <class 'keras.optimizers.Adam'>}",0.87,"[0.5227655327479045, 0.3575769554932912, 0.32147616642316185, 0.29894916253089904, 0.28350980118115743, 0.27125566317240396, 0.2618403553803762, 0.25352161326408384, 0.2438294898192088, 0.23730090662638345]","[0.8139833333651225, 0.8734500000317892, 0.8851333333333333, 0.8928666666348776, 0.8990166666348776, 0.9022666666348775, 0.9057833333333334, 0.9073166666984558, 0.9114333333651224, 0.9135666666348775]"
"[{'name': 'conv2d_44', 'trainable': True, 'dtype': 'float32', 'filters': 64, 'kernel_size': (9, 9), 'strides': (1, 1), 'padding': 'valid', 'data_format': 'channels_last', 'dilation_rate': (1, 1), 'activation': 'relu', 'use_bias': True, 'kernel_initializer': {'class_name': 'VarianceScaling', 'config': {'scale': 1.0, 'mode': 'fan_avg', 'distribution': 'uniform', 'seed': None}}, 'bias_initializer': {'class_name': 'Zeros', 'config': {}}, 'kernel_regularizer': None, 'bias_regularizer': None, 'activity_regularizer': None, 'kernel_constraint': None, 'bias_constraint': None, '_type': <class 'keras.layers.convolutional.Conv2D'>}, {'name': 'flatten_44', 'trainable': True, 'dtype': 'float32', 'data_format': 'channels_last', '_type': <class 'keras.layers.core.Flatten'>}]",10,256,"{'lr': 0.0010000000474974513, 'beta_1': 0.8999999761581421, 'beta_2': 0.9990000128746033, 'decay': 0.0, 'epsilon': 1e-07, 'amsgrad': False, '_type': <class 'keras.optimizers.Adam'>}",0.8599,"[0.5389658284505209, 0.35808975234031676, 0.32060125376383464, 0.2999565846045812, 0.28481187772750854, 0.2731372640927633, 0.26354356364409126, 0.25405709774494173, 0.24710078241030375, 0.23785559820334118]","[0.8117166666348775, 0.8739166666666667, 0.8848333333333334, 0.8929000000317892, 0.8978, 0.9011666666666667, 0.9055666666666666, 0.9088999999682108, 0.9098, 0.9149333333651225]"
"[{'name': 'conv2d_45', 'trainable': True, 'dtype': 'float32', 'filters': 128, 'kernel_size': (9, 9), 'strides': (1, 1), 'padding': 'valid', 'data_format': 'channels_last', 'dilation_rate': (1, 1), 'activation': 'relu', 'use_bias': True, 'kernel_initializer': {'class_name': 'VarianceScaling', 'config': {'scale': 1.0, 'mode': 'fan_avg', 'distribution': 'uniform', 'seed': None}}, 'bias_initializer': {'class_name': 'Zeros', 'config': {}}, 'kernel_regularizer': None, 'bias_regularizer': None, 'activity_regularizer': None, 'kernel_constraint': None, 'bias_constraint': None, '_type': <class 'keras.layers.convolutional.Conv2D'>}, {'name': 'flatten_45', 'trainable': True, 'dtype': 'float32', 'data_format': 'channels_last', '_type': <class 'keras.layers.core.Flatten'>}]",10,256,"{'lr': 0.0010000000474974513, 'beta_1': 0.8999999761581421, 'beta_2': 0.9990000128746033, 'decay': 0.0, 'epsilon': 1e-07, 'amsgrad': False, '_type': <class 'keras.optimizers.Adam'>}",0.8692,"[0.5496143648942312, 0.3327106688340505, 0.29626300740242006, 0.27601796797116596, 0.26078857905069985, 0.24682496802012124, 0.23475937693119048, 0.22814631921450296, 0.2205830239613851, 0.21017248361110688]","[0.8149166666666666, 0.8801499999682109, 0.8920166666348776, 0.8987166666666667, 0.9040666666984558, 0.9091333333015442, 0.9143333333651225, 0.9150666666666667, 0.9189000000317892, 0.9225166666984558]"
"[{'name': 'conv2d_46', 'trainable': True, 'dtype': 'float32', 'filters': 8, 'kernel_size': (11, 11), 'strides': (1, 1), 'padding': 'valid', 'data_format': 'channels_last', 'dilation_rate': (1, 1), 'activation': 'relu', 'use_bias': True, 'kernel_initializer': {'class_name': 'VarianceScaling', 'config': {'scale': 1.0, 'mode': 'fan_avg', 'distribution': 'uniform', 'seed': None}}, 'bias_initializer': {'class_name': 'Zeros', 'config': {}}, 'kernel_regularizer': None, 'bias_regularizer': None, 'activity_regularizer': None, 'kernel_constraint': None, 'bias_constraint': None, '_type': <class 'keras.layers.convolutional.Conv2D'>}, {'name': 'flatten_46', 'trainable': True, 'dtype': 'float32', 'data_format': 'channels_last', '_type': <class 'keras.layers.core.Flatten'>}]",10,256,"{'lr': 0.0010000000474974513, 'beta_1': 0.8999999761581421, 'beta_2': 0.9990000128746033, 'decay': 0.0, 'epsilon': 1e-07, 'amsgrad': False, '_type': <class 'keras.optimizers.Adam'>}",0.8627,"[0.5305325748443603, 0.38268067224820457, 0.3520017115434011, 0.3306317974090576, 0.3177962828477224, 0.3062401614665985, 0.29711216645240784, 0.2877678160349528, 0.28177225171724957, 0.27534995551109315]","[0.8106, 0.8638833333333333, 0.8743, 0.8814166666666666, 0.8861500000317891, 0.8901, 0.8934666666348775, 0.8970833333651225, 0.8988666666984558, 0.9003]"
"[{'name': 'conv2d_47', 'trainable': True, 'dtype': 'float32', 'filters': 16, 'kernel_size': (11, 11), 'strides': (1, 1), 'padding': 'valid', 'data_format': 'channels_last', 'dilation_rate': (1, 1), 'activation': 'relu', 'use_bias': True, 'kernel_initializer': {'class_name': 'VarianceScaling', 'config': {'scale': 1.0, 'mode': 'fan_avg', 'distribution': 'uniform', 'seed': None}}, 'bias_initializer': {'class_name': 'Zeros', 'config': {}}, 'kernel_regularizer': None, 'bias_regularizer': None, 'activity_regularizer': None, 'kernel_constraint': None, 'bias_constraint': None, '_type': <class 'keras.layers.convolutional.Conv2D'>}, {'name': 'flatten_47', 'trainable': True, 'dtype': 'float32', 'data_format': 'channels_last', '_type': <class 'keras.layers.core.Flatten'>}]",10,256,"{'lr': 0.0010000000474974513, 'beta_1': 0.8999999761581421, 'beta_2': 0.9990000128746033, 'decay': 0.0, 'epsilon': 1e-07, 'amsgrad': False, '_type': <class 'keras.optimizers.Adam'>}",0.853,"[0.5241079242229462, 0.3724675095160802, 0.33726308135986327, 0.3199652897040049, 0.30384072516759236, 0.29134924569129944, 0.28062990611394245, 0.27187651642163596, 0.2638285101970037, 0.2572941450039546]","[0.8120999999682108, 0.8681666666984558, 0.8799666666666667, 0.8854833333015442, 0.89015, 0.8936166666984559, 0.8982166666666667, 0.9018333333651225, 0.9049833333333334, 0.9063166666666667]"
"[{'name': 'conv2d_48', 'trainable': True, 'dtype': 'float32', 'filters': 32, 'kernel_size': (11, 11), 'strides': (1, 1), 'padding': 'valid', 'data_format': 'channels_last', 'dilation_rate': (1, 1), 'activation': 'relu', 'use_bias': True, 'kernel_initializer': {'class_name': 'VarianceScaling', 'config': {'scale': 1.0, 'mode': 'fan_avg', 'distribution': 'uniform', 'seed': None}}, 'bias_initializer': {'class_name': 'Zeros', 'config': {}}, 'kernel_regularizer': None, 'bias_regularizer': None, 'activity_regularizer': None, 'kernel_constraint': None, 'bias_constraint': None, '_type': <class 'keras.layers.convolutional.Conv2D'>}, {'name': 'flatten_48', 'trainable': True, 'dtype': 'float32', 'data_format': 'channels_last', '_type': <class 'keras.layers.core.Flatten'>}]",10,256,"{'lr': 0.0010000000474974513, 'beta_1': 0.8999999761581421, 'beta_2': 0.9990000128746033, 'decay': 0.0, 'epsilon': 1e-07, 'amsgrad': False, '_type': <class 'keras.optimizers.Adam'>}",0.8633,"[0.6157118078867594, 0.39857869811058044, 0.3625005415042241, 0.34196919275124865, 0.32588018515904743, 0.31385148984591166, 0.3038819046497345, 0.2961965935230255, 0.28861622869173686, 0.28126311427752176]","[0.7810500000317891, 0.8605666666348776, 0.8716833333015442, 0.8791833333651224, 0.8841499999682109, 0.8869999999682109, 0.8903166666984558, 0.8933833333651224, 0.8957666666984558, 0.8977666666984558]"
"[{'name': 'conv2d_49', 'trainable': True, 'dtype': 'float32', 'filters': 64, 'kernel_size': (11, 11), 'strides': (1, 1), 'padding': 'valid', 'data_format': 'channels_last', 'dilation_rate': (1, 1), 'activation': 'relu', 'use_bias': True, 'kernel_initializer': {'class_name': 'VarianceScaling', 'config': {'scale': 1.0, 'mode': 'fan_avg', 'distribution': 'uniform', 'seed': None}}, 'bias_initializer': {'class_name': 'Zeros', 'config': {}}, 'kernel_regularizer': None, 'bias_regularizer': None, 'activity_regularizer': None, 'kernel_constraint': None, 'bias_constraint': None, '_type': <class 'keras.layers.convolutional.Conv2D'>}, {'name': 'flatten_49', 'trainable': True, 'dtype': 'float32', 'data_format': 'channels_last', '_type': <class 'keras.layers.core.Flatten'>}]",10,256,"{'lr': 0.0010000000474974513, 'beta_1': 0.8999999761581421, 'beta_2': 0.9990000128746033, 'decay': 0.0, 'epsilon': 1e-07, 'amsgrad': False, '_type': <class 'keras.optimizers.Adam'>}",0.8686,"[0.5647932862758637, 0.3797453604141871, 0.33814135979016624, 0.31547857098579407, 0.2967198562145233, 0.2833543699979782, 0.27346999151706697, 0.2618276930650075, 0.2531147453308105, 0.24689218325614928]","[0.7993333333333333, 0.8652166666666666, 0.8793, 0.8871500000317891, 0.89255, 0.8983000000317891, 0.9001166666984558, 0.9046499999682108, 0.90795, 0.9107500000317892]"
